client_id,business_name,owner_first_name,trade,trade_confidence,license_class,roc_number,phone,city,zip,also_holds,email,website
ace-20-services-llc,"ACE 2.0 SERVICES, LLC",William,general,high,KA,361055,(480) 465-9840,SCOTTSDALE,85250,,,
skylux-builders-llc,Skylux Builders LLC,Andrew,general,high,B,361052,(480) 628-1661,GILBERT,85234,,,
polarworx-inc,"Polarworx, Inc.",Brock,hvac,high,C-39,361050,(770) 971-7001,Ball Ground,30107,C-11,,
perna-family-contracting-llc,PERNA FAMILY CONTRACTING LLC,Mitchell,excavating,high,CR-2,361048,(928) 951-6037,Payson,85541,,,
valley-center-electric-llc,"Valley Center Electric, LLC",Saul,electrical,high,R-11,361047,(253) 448-4941,Surprise,85374,,,
new-era-networks-llc,NEW ERA NETWORKS LLC,James,general,high,A,361045,(888) 324-6001,Chandler,85226,,,
h2-contracting-inc,H2 Contracting INC,Adam,general,high,KB-2,361041,(480) 440-3051,Cave Creek,89331,,,
luxcore-builders-llc,"Luxcore Builders, LLC",Cory,handyman,high,R-62,361023,(480) 382-1076,Yarnell,85362,B,,
brothers-painting-az-llc,"Brothers Painting AZ, LLC",HUGO,painting,high,CR-34,361022,(928) 302-8019,LAKE HAVASU CITY,86403,,,
ez-customs-llc,E.Z CUSTOMS LLC,Zachary,carpentry,high,R-60,361017,(602) 909-3776,LITCHFIELD PARK,85340,,,
wheaton-mechanical-llc,Wheaton Mechanical LLC,Austin,hvac,high,CR-39,361014,(989) 598-3486,PRESCOTT VALLEY,86315,,,
red-sky-renovation-repair-llc,RED SKY RENOVATION & REPAIR LLC,Victor,general,high,KB-1,361012,(928) 442-6981,Prescott Valley,86314,,,
copper-state-dock-doors-llc,Copper State Dock & Doors LLC,Anthony,carpentry,high,CR-60,361011,(602) 558-3419,PHOENIX,85033,,,
kennard-excavating-llc,Kennard Excavating LLC,Anthony,excavating,high,R-2,361006,(623) 205-2967,Waddell,85355,KA,,
bill-davies-building-services-llc,Bill Davies Building Services LLC,william,plumbing,high,CR-37,361004,(623) 533-2661,Cave Creek,85331,KB-1|CR-61,,
palo-verde-outdoor-environments-inc,Palo Verde Outdoor Environments Inc,Jay,landscaping,high,CR-21,360996,(602) 526-5023,Goodyear,85338,B-5,,
garman-installation-llc,"Garman Installation, LLC",William,flooring,high,CR-8,360994,(602) 423-6797,GLENDALE,85302,,,
onix-contracting-llc,Onix Contracting LLC,EDUARDO,tile,high,CR-48,360989,(623) 363-0046,PHOENIX,85043,,,
cp-construction-services-inc,CP CONSTRUCTION SERVICES INC.,Priscilla,general,high,KB-1,360982,(951) 255-2303,Jurupa Valley,92509,,,
grand-valley-electric-llc,Grand Valley Electric LLC,Adan,electrical,high,CR-11,360980,(602) 663-5101,Florence,85132,,,
guarantee-roofing-llc,Guarantee Roofing LLC,Raul,roofing,high,CR-42,360978,(602) 466-4366,MESA,85202,,,
seifried-home-services-enterprises-llc,"Seifried Home Services Enterprises, LLC",Andrew,handyman,high,R-62,360977,(602) 818-8566,Phoenix,85020,,,
albos-system-llc,Albos System LLC,Nijaz,glass,high,CR-65,360975,(602) 410-3804,Phoenix,85012,,,
ravenlux-llc,RAVENLUX LLC,Fabiola,flooring,high,CR-8,360973,(602) 710-7155,Phoenix,85033,,,
ncm-az-inc,NCM AZ Inc,James,general,high,B-1,360972,(480) 246-5229,Scottsdale,85258,B-1,,
v-v-builders-llc,V & V BUILDERS LLC,ESTEBAN,general,high,KB-2,360971,(928) 750-3033,SAN LUIS,85349,,,
mathews-electric-inc,"Mathews Electric, Inc.",Nicholas,electrical,high,CR-11,360969,(248) 489-3008,Brighton,48116,,,
roc-tile-flooring-llc,ROC TILE & FLOORING LLC,Ryan,tile,high,CR-48,360967,(720) 670-8424,Scottsdale,85262,,,
diamond-s-contracting-llc,"Diamond S Contracting, LLC",Peter,handyman,high,R-62,360965,(520) 907-1559,TUCSON,85743,,,
mk-home-design-llc,MK Home Design LLC,Matthew,general,high,B,360962,(916) 886-6554,Cameron Park,95682,,,
arizona-plastering-stucco-contractors-llc,ARIZONA PLASTERING & STUCCO CONTRACTORS LLC,JOSE,masonry,medium,CR-36,360960,(520) 249-5631,Sahuarita,85629,CR-34,,
stronghold-tile-llc,Stronghold Tile LLC,Thomas,tile,high,R-48,360959,(520) 255-3684,SAINT DAVID,85630,,,
deseret-fire-technnologies-llc,"Deseret Fire Technnologies, LLC",Victor,lowvoltage,high,CR-67,360956,(720) 701-1651,Hildale,84784,,,
apg-stone-granite-llc,APG STONE GRANITE LLC,Jackeline,carpentry,high,CR-60,360954,(480) 261-6661,Phoenix,85037,,,
lucky-cat-creations-llc,Lucky Cat Creations LLC,John,handyman,high,R-62,360952,(480) 356-5143,GILBERT,85298,,,
hre-construction-series-llc,HRE CONSTRUCTION SERIES LLC,James,electrical,high,C-11,360951,(803) 704-5442,Elgin,29045,,,
b-a-electric-llc,B & A Electric LLC,Brandon,electrical,high,CR-11,360950,(928) 595-0080,Globe,85501,,,
foster-and-sons-llc,Foster and Sons LLC,Marcelo,handyman,high,R-62,360948,(602) 354-1929,Phoenix,85029,,,
shopco-usa-inc,SHOPCO USA INC,Jackson,carpentry,high,C-60,360946,(713) 934-2935,Houston,77040,,,
cobb-industrial-inc,COBB INDUSTRIAL INC.,Bryan,general,high,B-1,360945,(678) 581-2622,Holly Springs,30115,,,
ss-construction-consulting-llc,SS CONSTRUCTION CONSULTING LLC,David,general,high,A,360943,(928) 308-6812,DEWEY,86327,,,
edpo-llc,"EDPO, LLC",Terry,plumbing,high,CR-37,360942,(928) 636-1600,Prescott,86305,,,
state-48-electric-llc,State 48 Electric LLC,George,electrical,high,CR-11,360939,(480) 824-3042,Mesa,85209,,,
bautista-concrete-inc,BAUTISTA CONCRETE INC,Isaiah,concrete,high,CR-9,360938,(805) 382-6951,Lakeside,85929,,,
big-joes-mini-split-installs-llc,Big Joe's Mini Split Installs LLC,JOSEPH,hvac,high,CR-39,360937,(480) 338-6860,GLENDALE,85304,,,
da-contracting-llc,D&A CONTRACTING LLC,David,general,high,KB-1,360935,(480) 617-0155,Mesa,85207,,,
bg-remodeling-llc,BG Remodeling LLC,BENJAMIN,general,high,B-3,360934,(602) 301-7037,Glendale,85310,,,
phoenix-filters-llc,PHOENIX FILTERS LLC,Garrett,plumbing,medium,CR-54,360933,(602) 551-8839,MESA,85212,,,
arizona-sky-roofing-consultants-llc,Arizona Sky Roofing Consultants L.L.C.,Brian,roofing,high,CR-42,360932,(928) 600-0611,Flagstaff,86005,,,
alfredo-contreras-salvatierra,Alfredo Contreras Salvatierra,Alfredo,general,high,KB-1,360931,(909) 762-4378,Mesa,85203,,,
delgra-construction-llc,"DELGRA CONSTRUCTION, LLC.",Luis,general,high,KB-2,360929,(520) 841-2642,Nogales,85628,,,
randolph-garcia,Randolph Garcia,Randolph,plumbing,medium,CR-54,360926,(928) 210-7743,Yuma,85364,,,
native-solution-az-llc,Native Solution AZ L.L.C.,James,general,high,B,360925,(928) 587-1102,Taylor,85939,,,
sanctuary-interiors-inc,SANCTUARY INTERIORS INC.,Lisa,general,high,KB-1,360924,(801) 259-0584,Dewey,86327,,,
skyline-painting-az-llc,"SKYLINE PAINTING AZ, LLC",Travis,painting,high,CR-34,360921,(386) 264-9025,ENGLEWOOD,80110,,,
thermoknights-llc,ThermoKnights LLC,Richard,hvac,high,CR-39,360919,(480) 285-9284,Tucson,85748,,,
metro-concrete-az-llc,METRO CONCRETE AZ LLC,James,concrete,high,CR-9,360916,(602) 803-9263,Phoenix,85086,,,
first-choice-solutions-247-llc,"FIRST CHOICE SOLUTIONS 24.7, LLC",Jason,handyman,high,R-62,360914,(602) 796-7546,Peoria,85381,,,
lightning-mac-drilling-llc,Lightning Mac drilling llc,Adolfo,excavating,high,CR-2,360912,(602) 517-2093,Phoenix,85041,,,
jeremy-aaron-contreras,Jeremy Aaron Contreras,Jeremy,fireprotection,high,CR-16,360910,(714) 576-1026,Brea,92822,,,
jet-restoration-llc,JET RESTORATION LLC,Nick,handyman,high,R-62,360909,(480) 848-3127,PHOENIX,85044,,,
atlas-builders-group-llc,Atlas Builders Group LLC,Levy,pools,medium,KB-1,360908,(480) 407-8587,Peoria,85383,KA-5,,
premier-contractors-inc,"PREMIER CONTRACTORS, INC",Michael,insulation,high,CR-40,360907,(949) 833-0700,Newport Beach,92660,CR-10|CR-34,,
agave-woodcraft-llc,"Agave Woodcraft, LLC",Roger,general,high,KB-1,360906,(480) 236-7252,Scottsdale,85251,CR-60,,
sunset-vista-roofing-llc,Sunset Vista Roofing LLC,Alexia,roofing,high,CR-42,360905,(520) 253-0287,TUCSON,85735,,,
tucker-construction-llc,TUCKER CONSTRUCTION LLC,Marcus,general,high,KB-2,360904,(520) 686-3657,Benson,85602,,,
retail-pro-contracting-llc,Retail Pro Contracting LLC,Mitchell,general,high,B-1,360902,(770) 462-1160,Carrollton,30116,,,
galaxy-fire-equipment-consulting-llc,Galaxy Fire Equipment & Consulting LLC,RICHARD,fireprotection,high,CR-16,360901,(602) 448-5858,PHOENIX,85037,,,
j-c-grading-llc,J & C Grading LLC,Candace,excavating,high,CR-2,360900,(541) 606-7057,Waddell,85355,R-13|CR-69,,
seamless-drywall-llc,Seamless Drywall LLC,Zaul,sheetrock,high,CR-10,360899,(480) 254-4996,San Tan Valley,85144,,,
golden-grain-custom-cabinets-llc,"Golden Grain Custom Cabinets, LLC",Cipriano,carpentry,high,R-60,360898,(480) 612-2875,Maricopa,85138,,,
sewer-and-water-works-inc,Sewer And Water Works Inc.,Cory,plumbing,high,CR-37,360896,(626) 241-5554,Phoenix,85020,,,
revel-roofing-llc,Revel Roofing LLC,Brent,roofing,high,CR-42,360894,(949) 365-6787,Laguna Niguel,92677,,,
luxe-roofing-llc,LUXE Roofing LLC,Shandalynn,roofing,high,CR-42,360893,(602) 580-4181,Peoria,85383,,,
sahuaro-home-services-llc,Sahuaro Home Services LLC,Martin,painting,high,CR-34,360892,(520) 815-3425,Oro Valley,85737,,,
gold-crest-hardscapes-llc,Gold Crest Hardscapes LLC,William,landscaping,high,CR-21,360890,(623) 202-6172,PHOENIX,85035,,,
bim3-llc,BIM3 LLC,Ali,general,high,KB-1,360889,(480) 442-1978,TEMPE,85282,,,
gary-alan-garfine,Gary Alan Garfine,Gary,general,high,B-2,360888,(619) 990-8929,San Marcos,92078,,,
ros-america-racking-inc,"ROS AMERICA RACKING, INC.",Johann,carpentry,high,CR-60,360887,(602) 526-4993,Phoenix,85040,B-2,,
phaz1-comfort-solutions-llc,PHAZ1 Comfort Solutions LLC,Johnny,hvac,high,CR-39,360885,(602) 486-4438,Maricopa,85139,,,
everything-residential-llc,"Everything Residential, LLC",Christian,electrical,high,R-11,360884,(480) 798-7060,Gilbert,85233,KB-2|R-37R,,
ufirst-services-inc,UFIRST SERVICES INC.,Juan,hvac,medium,KB-1,360881,(480) 626-1234,Glendale,85310,CR-39,,
elite-excavation-llc,Elite Excavation LLC,Timothy,excavating,high,CR-2,360879,(307) 705-2622,ROCK SPRINGS,82901,,,
critical-flow-plumbing-llc,Critical Flow Plumbing llc,Randall,plumbing,high,R-37R,360878,(480) 225-3018,MESA,85208,,,
ateam-home-services-llc,ATEAM HOME SERVICES LLC,Carl,general,high,B,360876,(832) 665-4582,PHOENIX,85023,,,
delta-electronics-americas-ltd,DELTA ELECTRONICS (AMERICAS) LTD.,Colin,electrical,high,C-11,360875,(510) 668-5599,PHOENIX,85012,B-1,,
delta-electronics-americas-ltd,DELTA ELECTRONICS (AMERICAS) LTD.,Colin,electrical,high,C-11,360874,(510) 668-5599,PHOENIX,85012,B-1,,
bz-home-automation-llc,BZ Home Automation LLC,Antonio,lowvoltage,high,CR-67,360873,(928) 245-4223,SHOW LOW,85901,,,
century-builders-of-north-dakota-llc,"Century Builders of North Dakota, LLC",Anthony,general,high,B-1,360872,(701) 371-6604,Fargo,58104,,,
theodore-ross-tull,Theodore Ross Tull,Theodore,sheetrock,high,R-10,360869,(480) 261-8221,Litchfield Park,85340,,,
gardeas-construction-llc,GARDEA'S CONSTRUCTION LLC,Alberto,general,high,B,360868,(480) 246-7116,MESA,85203,,,
wpc-arizona-llc,"WPC Arizona, LLC",Alan,electrical,high,CR-11,360865,(480) 576-5770,Scottsdale,85260,,,
pei-001-llc,PEI 001 LLC,Harold,plumbing,medium,KA,360860,(480) 353-8478,San Tan Valley,85140,KB-1|CR-37,,
nexxus-electrical-contractors-llc,NEXXUS ELECTRICAL CONTRACTORS LLC,Noe,electrical,high,CR-11,360857,(214) 769-1340,Dallas,75227,,,
miller-general-contractors-llc,"Miller General Contractors, LLC",Jacob,general,high,A,360856,(618) 994-4616,Carrier Mills,62917,,,
saguaro-surface-coatings-llc,Saguaro Surface Coatings LLC,Matthew,handyman,high,R-62,360852,(480) 204-4737,QUEEN CREEK,85142,,,
ntr-electric-llc,NTR Electric LLC,Eliezer,electrical,high,CR-11,360848,(602) 780-1022,Phoenix,85029,,,
mendez-granite-llc,MENDEZ GRANITE LLC,Gabriel,carpentry,high,CR-60,360847,(520) 409-5978,TUCSON,85714,,,
2d-drilling-blasting-llc,2D DRILLING & BLASTING LLC,Jack,welldrilling,medium,KA,360846,(602) 300-0048,Queen Creek,85142,,,
medallion-roofing-llc,"Medallion Roofing, LLC",Matt,roofing,high,CR-42,360843,(917) 945-9566,Phoenix,85029,,,
the-home-squad-llc,The Home Squad LLC,Amy,hvac,high,CR-39,360842,(480) 352-5129,Scottsdale,85257,,,
mdt-electric-llc,MDT Electric LLC,Marco,electrical,high,CR-11,360841,(602) 550-2378,PHOENIX,85053,,,
dans-ac-llc,Dan's AC LLC,Sabatt,hvac,high,CR-39,360839,(480) 371-0254,MESA,85206,,,
jnb-construction-llc,JNB Construction LLC,Jaime,masonry,medium,CR-36,360838,(602) 419-7482,Avondale,85323,,,
snyder-select-service-llc,Snyder Select Service LLC,Robert,hvac,high,CR-39,360837,(480) 593-7111,MESA,85208,CR-11,,
southwest-general-contracting-llc,"Southwest General Contracting, LLC",Sigifredo,roofing,medium,KB-1,360831,(928) 978-3956,Payson,85541,CR-42|KB-2,,
celis-construction-company-llc,Celis Construction Company LLC,Estanislao,general,high,KB-2,360830,(928) 920-0415,Yuma,85365,,,
the-valley-poolbusters-llc,The Valley Poolbusters LLC,Daniel,pools,high,R-6,360829,(480) 363-1620,FOUNTAIN HILLS,85268,,,
techers-tree-service-llc,"TECHER'S TREE SERVICE, L.L.C.",Yesenia,landscaping,high,CR-21,360828,(602) 833-7416,Phoenix,85009,,,
jayco-construction-llc,JayCo Construction LLC,George,general,high,KB-1,360826,(425) 422-9126,Phoenix,85027,,,
center-pointe-signs-inc,"Center Pointe Signs, Inc.",Scott,signs,high,C-38,360825,(503) 259-8855,Beaverton,97078,,,
jb-builders-llc,JB Builders LLC,Jessica,general,high,KB-1,360824,(602) 397-2615,Glendale,85306,,,
sunset-garage-doors-llc,"SUNSET GARAGE DOORS, LLC",Michael,carpentry,high,CR-60,360823,(714) 658-8723,GOODYEAR,85338,,,
brm-services-llc,BRM Services LLC,Shawn,general,high,KB-2,360816,(602) 402-1731,PHOENIX,85027,,,
manuel-plastering-llc,MANUEL PLASTERING LLC,Manuel,masonry,medium,CR-36,360814,(928) 304-6596,YUMA,85367,,,
ggcs-llc,GGCS LLC,Christopher,general,high,KB-1,360812,(520) 900-7556,Maricopa,85138,CR-61|R-62|CR-61,,
legend-earthwork-services-llc,LEGEND EARTHWORK SERVICES LLC,William,excavating,medium,KA,360811,(480) 747-8251,Apache Junction,85119,,,
dozr-renovations-llc,DOZR Renovations LLC,Francisco,carpentry,high,R-60,360809,(520) 289-9528,Tucson,85706,,,
matthew-quinn-bastian,Matthew Quinn Bastian,Matthew,handyman,high,R-62,360807,(928) 792-7967,Huachuca City,85616,,,
on-point-mechanical-llc,On Point Mechanical LLC,Robert,hvac,high,CR-39,360805,(520) 637-5256,MARICOPA,85138,,,
precision-pro-builders-inc,Precision Pro Builders Inc.,Christopher,general,high,B-3,360804,(808) 298-4388,Scottsdale,85255,,,
monsoon-glass-llc,Monsoon Glass LLC,Marco,glass,high,CR-65,360803,(480) 652-7597,Surprise,85387,,,
york-bridge-concepts-inc,York Bridge Concepts Inc,Andrew,general,high,B-1,360800,(813) 482-0613,Lutz,33558,,,
blues-contracting-services-llc,Blue's Contracting Services LLC,MARLON,general,high,KB-2,360798,(602) 647-0332,Buckeye,85326,,,
fv-painting-llc,F.V Painting LLC,Giselle,painting,high,CR-34,360795,(602) 596-0473,PHOENIX,85029,,,
br-construction-llc,BR Construction LLC,Monica,general,high,KB-2,360794,(602) 214-7218,Phoenix,85051,,,
solis-family-glass-llc,"SOLIS FAMILY GLASS, LLC",James,glass,high,CR-65,360790,(602) 510-9948,SAN TAN VALLEY,85143,,,
desert-relief-pro-air-conditioning-heating-source-llc,Desert Relief Pro Air Conditioning & Heating Source LLC,Ramon,hvac,high,CR-39,360787,(602) 342-2314,PEORIA,85345,,,
r-e-x-llc,R E X LLC,Richard,electrical,high,R-11,360785,(602) 290-4095,Rio Verde,85263,CR-67,,
turley-fervor-llc,Turley Fervor LLC,Joseph,general,high,B,360783,(480) 243-0705,SCOTTSDALE,85251,,,
logan-pass-construction-llc,Logan Pass Construction LLC,Michael,general,high,B-1,360781,(608) 292-0241,Waunakee,53597,,,
iron-vail-contactors-llc,Iron Vail Contactors LLC,Nate,excavating,medium,A,360780,(760) 277-0193,Prescott Valley,86314,R-2,,
layer-x-llc,Layer-X LLC,Dragos,flooring,high,CR-8,360779,(480) 600-6273,PHOENIX,85016,,,
cdm-solar-inc,CDM Solar Inc,Donald,electrical,high,CR-11,360778,(909) 605-3478,Rancho Cucamonga,91730,,,
garth-corp,Garth Corp.,Garth,plumbing,medium,A,360773,(480) 464-2784,Gilbert,85297,CR-80|CR-2|CR-37|CR-57,,
alpha-remodeling-construction-llc,Alpha Remodeling & Construction LLC,Jesus,general,high,B,360772,(602) 877-4268,Goodyear,85338,,,
cgs-plumbing-inc,"CGS PLUMBING, INC.",Christopher,plumbing,high,CR-37,360767,(928) 412-5589,Huntington Beach,92647,,,
amp-smart-llc,AMP Smart LLC,Dave,lowvoltage,high,R-67,360766,(801) 734-7028,Atlanta,30305,,,
tuc-town-shotcrete-llc,Tuc-Town Shotcrete LLC,Eugenio,concrete,high,CR-70,360764,(520) 808-5367,Tucson,85752,CR-9,,
innovative-electrical-llc,"Innovative Electrical, LLC",Alfred,electrical,high,CR-11,360763,(505) 918-0208,Kirkland,87417,CR-67,,
marcisz-construction-llc,Marcisz Construction LLC,Michael,general,high,KB-1,360762,(602) 469-9399,Scottsdale,85250,A,,
arizona-residential-commercial-electric-llc,Arizona Residential & Commercial Electric LLC,Kenton,electrical,high,CR-11,360761,(520) 271-2615,Tucson,85710,,,
lobos-builders-llc,LOBOS BUILDERS LLC,Heber,masonry,medium,CR-36,360759,(520) 474-0468,TUCSON,85705,,,
sergio-emilio-torres,Sergio Emilio Torres,Sergio,hvac,high,CR-39,360757,(520) 668-4503,Tucson,85745,CR-11,,
siteworks-landscape-development-llc,Siteworks Landscape Development LLC,Cole,landscaping,high,CR-21,360755,(480) 820-1600,Chandler,85224,A,,
macs-quality-control-llc,Macs Quality Control LLC,JEFFREY,roofing,high,CR-42,360754,(602) 299-9429,NEW RIVER,85087,,,
practical-ac-and-heating-llc,Practical AC And Heating LLC,Charles,hvac,high,R-39R,360752,(623) 238-9504,APACHE JUNCTION,85119,,,
l-c-framing-llc,L & C Framing LLC,Luis,general,high,B,360751,(520) 510-8623,ELOY,85131,,,
gerry-electric-llc,Gerry Electric LLC,Gerry,electrical,high,CR-11,360748,(602) 614-0221,Tolleson,85353,,,
hardrock-jc-inc,HARDROCK JC INC.,Josh,asphalt,high,A-14,360747,(949) 755-9824,Covina,91723,,,
rns-construction-services-co-inc,"RNS CONSTRUCTION SERVICES CO, INC",Ryan,general,high,KB-2,360744,(714) 270-7181,Fountain Valley (Orange),92708,,,
golfworks-construction-development-group-corporation,GolfWorks Construction & Development Group Corporation,Clyde,landscaping,high,CR-21,360740,(805) 490-0959,Westlake Village,91361,,,
tucson-felix-sons-handyman-services-llc,"Tucson Felix & Sons Handyman Services, LLC",jonathan,carpentry,high,CR-60,360738,(520) 460-2244,TUCSON,85756,,,
elwood-construction-llc,"ELWOOD CONSTRUCTION, LLC",Michael,plumbing,medium,KB-2,360737,(480) 407-9028,Mesa,85215,CR-37,,
a-m-i-quality-home-service-inc,A M I Quality Home Service Inc,Jason,general,high,KB-2,360736,(602) 768-3997,Peoria,85383,B,,
set-stone-co-llc,Set & Stone Co. LLC,Damian,tile,high,CR-48,360732,(520) 906-5960,Tucson,85706,,,
total-landscape-creations-llc,TOTAL LANDSCAPE CREATIONS LLC,Brian,landscaping,high,CR-21,360730,(480) 486-2302,San Tan Valley,85140,,,
bremik-construction-of-arizona-llc,"Bremik Construction of Arizona, LLC",Vijay,general,high,B-1,360729,(503) 688-1000,Portland,97214,,,
yeppis-landscape-services-llc,Yeppis Landscape Services LLC,Lisa,masonry,high,CR-31,360726,(602) 370-0151,Phoenix,85035,KB-1|KA-5|CR-21,,
bryan-lee-swindell,Bryan Lee Swindell,Bryan,electrical,high,CR-11,360725,(941) 809-8624,WEST PALM BEACH,33411,,,
desert-eagle-renovations-llc,Desert Eagle Renovations LLC,Michael,general,high,B-3,360724,(602) 614-5688,Phoenix,85086,,,
wattedge-electrical-solutions-llc,WattEdge Electrical Solutions LLC,Jeremiah,electrical,high,C-11,360723,(712) 301-1992,SAN TAN VALLEY,85144,,,
conklin-electrical-etc-llc,Conklin Electrical ETC LLC,Todd,hvac,high,CR-39,360722,(520) 255-9195,Bisbee,85603,KB-1|CR-11,,
inspiration-roofing-llc,Inspiration Roofing LLC,ERIKA,roofing,high,CR-42,360720,(602) 518-0456,PHOENIX,85040,,,
tierravizta-landscapes-design-llc,TierraVizta Landscapes & Design LLC,Steven,landscaping,high,CR-21,360718,(928) 848-4027,PRESCOTT VALLEY,86314,,,
saguaro-state-construction-llc,Saguaro State Construction LLC,WILL,general,high,B-3,360716,(480) 622-6821,SAN TAN VALLEY,85140,,,
leach-electrical-repair-llc,Leach Electrical Repair LLC,Benjamin,electrical,high,R-11,360715,(480) 292-1619,Phoenix,85027,,,
eduardo-daniel-gimeno,Eduardo Daniel Gimeno,Eduardo,general,high,KB-1,360714,(480) 686-6080,Mesa,85208,,,
saiia-construction-company-llc,SAIIA Construction Company LLC,Keith,general,high,A,360713,(205) 943-2249,Birmingham,35207,,,
paradise-valley-building-and-remodeling-llc,Paradise Valley Building And Remodeling LLc,Julio,general,high,B,360712,(623) 230-7743,SURPRISE,85387,,,
always-waterheaters-llc,ALWAYS WATERHEATERS LLC,Kirk,plumbing,high,CR-37,360709,(480) 842-2827,Mesa,85206,,,
vinas-next-level-landscaping-llc,Vina's Next Level Landscaping LLC,Harrison,landscaping,high,CR-21,360707,(928) 379-1915,PRESCOTT VALLEY,86314,,,
4aw-corp,4AW Corp.,Willie,general,high,A,360704,(951) 818-3784,Eastvale,92880,,,
cutting-edge-renovations-llc,Cutting Edge Renovations LLC,Darren,plumbing,high,CR-37,360703,(480) 277-1027,Scottsdale,85254,CR-61,,
jrs-welding-and-fabrication-llc,JR's Welding And Fabrication LLC,Vicente,welding,high,R-56,360701,(623) 221-9652,Wittmann,85361,,,
snyder-select-service-llc,Snyder Select Service LLC,Robert,hvac,high,CR-39,360699,(480) 593-7111,MESA,85208,CR-11,,
zapatio-handyman-llc,ZAPATIO HANDYMAN LLC,Jose,handyman,high,R-62,360698,(520) 589-0139,TUCSON,85706,,,
mj-countertops-llc,MJ Countertops LLC,Jovany,carpentry,high,R-60,360696,(602) 491-6330,Phoenix,85043,,,
access-glass-works-llc,ACCESS GLASS WORKS LLC,Russell,glass,high,CR-65,360695,(480) 338-5412,Phoenix,85040,,,
m-and-a-painting-and-drywall-llc,"M AND A PAINTING AND DRYWALL, LLC",Marco,handyman,high,R-62,360693,(520) 368-6462,Douglas,85607,,,
next-level-construction-services-inc,"NEXT LEVEL CONSTRUCTION SERVICES, INC.",Kevin,concrete,medium,A,360691,(951) 514-4947,Murrieta,92562,B-1|C-9,,
upkeepers-llc,UpKeepers LLC,Austin,handyman,high,R-62,360690,(623) 320-6084,SCOTTSDALE,85266,,,
alpha-construction-services-llc,"Alpha Construction Services, LLC",Todd,excavating,high,CR-2,360688,(602) 935-4616,Scottsdale,85254,,,
valley-wide-construction-llc,Valley Wide Construction LLC,Phillip,plumbing,medium,B,360686,(602) 577-7183,Peoria,85381,R-37R|B-3,,
peak-custom-contracting-llc,PEAK CUSTOM CONTRACTING LLC,Marshall,general,high,B,360684,(928) 245-5420,Apache Junction,85119,,,
canyon-state-construction-llc,Canyon State Construction LLC,John,plumbing,medium,KB-2,360683,(480) 560-6308,Prescott Valley,86315,CR-37,,
kn7-llc,KN7 llc,khayman,hvac,high,CR-39,360681,(928) 846-7438,LAKE HAVASU CITY,86403,,,
terra-contracting-in-arizona-llc,Terra Contracting In Arizona LLC,Justin,general,high,A,360678,(702) 651-8100,Las Vegas,89115,KA,,
nrp-contractors-ii-llc,NRP CONTRACTORS II LLC,Juan,general,high,B-1,360677,(216) 475-8900,Cleveland,44115,,,
tower-installation-ita-inc,Tower Installation ITA Inc,Nicholas,general,high,B-1,360676,(832) 904-9500,Houston,77077,,,
air-west-mechanical-inc,Air West Mechanical Inc.,Forrest,hvac,high,CR-39,360675,(623) 252-7517,PHOENIX,85260,,,
peak-pool-care-llc,PEAK POOL CARE LLC,Matthew,pools,high,R-6,360674,(480) 734-0273,SCOTTSDALE,85255,,,
top-gun-building-llc,Top Gun Building LLC,JOSHUA,general,high,KB-1,360670,(480) 797-0751,San Tan Valley,85140,,,
ww-dirtworks-llc,WW Dirtworks LLC,Wacey,excavating,high,CR-2,360669,(928) 245-7543,Snowflake,85937,,,
mtz-insulation-llc,MTZ Insulation LLC,Jesus,insulation,high,CR-40,360668,(623) 703-9460,GOODYEAR,85338,,,
desert-color-painting-llc,Desert Color Painting LLC,Jefferson,painting,high,CR-34,360666,(480) 758-2816,Phoenix,85035,,,
unlimited-technology-inc,"Unlimited Technology, Inc.",Charles,lowvoltage,high,C-67,360665,(866) 545-8324,Herndon,20170,,,
tradework-consulting-llc,Tradework Consulting LLC,Jeffrey,carpentry,high,CR-61,360664,(520) 276-5809,Tucson,85705,,,
pdc-construction-llc,"PDC Construction, LLC",Kyle,general,high,KB-1,360658,(602) 675-0675,Glendale,85308,,,
huston-construction-llc,"Huston Construction, LLC",Kevin,general,high,KB-1,360657,(480) 881-3565,GLENDALE,85306,,,
ks-classic-homes-llc,"KS Classic Homes, LLC",Kenneth,general,high,B-1,360656,(520) 219-1766,Oro Valley,85737,B,,
duet-shades-and-structures-llc,Duet Shades and Structures LLC,Teresa,steel,high,CR-17,360655,(928) 509-3834,YUMA,85367,,,
on-site-install-llc,On Site Install LLC,Rogelio,carpentry,high,R-60,360654,(480) 231-2443,BUCKEYE,85326,,,
one-piece-flooring-llc,One Piece Flooring LLC,Jonathan,flooring,high,CR-8,360651,(480) 284-9500,Phoenix,85085,,,
seeberger-plumbing-llc,Seeberger Plumbing LLC,Eric,plumbing,high,CR-37,360649,(619) 623-9618,SURPRISE,85388,,,
elk-valley-construction-inc,"Elk Valley Construction, Inc.",Matthew,general,high,B-1,360648,(801) 499-9139,Layton,84040,,,
desert-pool-construction-landscape-llc,Desert Pool Construction & Landscape LLC,Clint,pools,high,B-5,360646,(602) 571-1094,Glendale,85308,CR-21|A-9,,
jpc-development-inc,"JPC Development, Inc.",John,general,high,B,360644,(619) 890-5331,Jamul,91935,,,
